#{"t_start": 1616435654.7412186, "env_id": null}
r,l,t
-0.809524,9,735.830034
-0.785714,10,735.904808
-0.809524,9,736.139086
-0.833333,8,736.200672
-9.666667,15,736.306637
-0.809524,9,736.374805
1.261905,12,736.459876
1.071429,4,736.486226
-0.714286,13,736.581724
-0.833333,8,736.642169
-0.738095,12,736.727913
1.142857,7,736.777378
-0.833333,8,736.835191
-0.785714,10,736.908288
-0.785714,10,736.979512
-9.738095,12,737.060049
-0.714286,13,737.161348
-0.833333,8,737.220453
-0.928571,4,737.251184
-0.833333,8,737.308962
-0.857143,7,737.361729
-0.809524,9,737.430735
-0.904762,5,737.469168
-0.928571,4,737.498283
-0.738095,12,737.590629
-0.761905,11,737.672559
-0.880952,6,737.719285
-0.761905,11,737.80346
-0.857143,7,737.855037
-0.785714,10,737.932425
-0.857143,7,737.986332
-0.690476,14,738.25737
-0.880952,6,738.303914
-0.809524,9,738.373799
-0.857143,7,738.424475
-0.761905,11,738.503524
-0.738095,12,738.593926
-0.761905,11,738.675372
-0.857143,7,738.7261
-0.880952,6,738.772187
-0.785714,10,738.84515
-0.714286,13,738.943536
-0.928571,4,738.974896
-0.785714,10,739.049947
-0.904762,5,739.085804
-0.809524,9,739.15519
1.190476,9,739.219694
-0.738095,12,739.311812
-9.785714,10,739.383113
-0.928571,4,739.412889
-9.714286,13,739.503764
-0.857143,7,739.557344
-0.809524,9,739.624225
-0.880952,6,739.669576
-0.904762,5,739.70644
-0.904762,5,739.744015
-0.857143,7,739.797331
-0.738095,12,739.887703
1.261905,12,739.974169
-0.857143,7,740.025517
-0.928571,4,740.054067
-0.904762,5,740.256502
-0.619048,17,740.378339
-0.904762,5,740.416015
-9.761905,11,740.494645
-0.833333,8,740.553967
-0.642857,16,740.671503
-0.833333,8,740.731636
-0.809524,9,740.799091
-0.857143,7,740.852265
-0.785714,10,740.927849
-0.809524,9,740.995801
-0.714286,13,741.090724
-0.928571,4,741.12316
-0.809524,9,741.192377
-0.857143,7,741.245541
-0.857143,7,741.296917
-0.833333,8,741.357219
-0.809524,9,741.425572
1.214286,10,741.496365
-0.904762,5,741.531968
-0.857143,7,741.58293
-0.833333,8,741.642686
-0.738095,12,741.732054
-0.666667,15,741.839815
-0.833333,8,741.903969
-0.785714,10,741.977716
1.261905,12,742.063824
-0.833333,8,742.288566
-0.904762,5,742.326773
-0.714286,13,742.424921
-0.904762,5,742.462746
-0.857143,7,742.522019
-0.857143,7,742.573161
-0.880952,6,742.616412
-0.785714,10,742.691674
1.238095,11,742.769804
-0.880952,6,742.817035
-0.857143,7,742.871327
-0.738095,12,742.962156
-0.785714,10,743.036262
-0.857143,7,743.087047
-0.880952,6,743.134176
-9.666667,15,743.238791
-0.904762,5,743.275491
1.309524,14,743.379193
-0.809524,9,743.446809
-0.833333,8,743.504762
-0.833333,8,743.564252
-0.904762,5,743.601008
-0.833333,8,743.663181
-0.880952,6,743.708044
-9.738095,12,743.790853
-0.857143,7,743.846451
-0.880952,6,743.893648
-9.714286,13,743.988271
-0.785714,10,744.063234
-0.857143,7,744.114475
-0.880952,6,744.162735
-0.809524,9,744.394893
-0.761905,11,744.475805
-0.761905,11,744.557472
-0.833333,8,744.615653
-0.785714,10,744.691224
-0.714286,13,744.788243
-0.785714,10,744.866373
-0.904762,5,744.906069
-9.714286,13,744.998171
-9.714286,13,745.085339
-0.833333,8,745.144033
-0.928571,4,745.175459
-9.785714,10,745.246199
-0.880952,6,745.293251
-0.738095,12,745.383672
-0.809524,9,745.454159
-0.928571,4,745.486104
-0.809524,9,745.552704
-0.857143,7,745.607878
-0.880952,6,745.652754
-0.714286,13,745.749667
-0.880952,6,745.795142
-0.928571,4,745.827164
-0.809524,9,745.896723
-0.738095,12,745.98407
-0.785714,10,746.056519
-0.809524,9,746.123283
-0.785714,10,746.199485
-0.809524,9,746.26682
-0.857143,7,746.488097
1.166667,8,746.546865
-0.785714,10,746.627592
-0.809524,9,746.69476
-9.857143,7,746.743369
-0.833333,8,746.802565
1.357143,16,746.916305
-0.642857,16,747.02877
-9.690476,14,747.130149
-9.738095,12,747.215175
-0.833333,8,747.275988
1.285714,13,747.368587
-0.809524,9,747.434267
1.238095,11,747.51238
-0.785714,10,747.586724
-0.833333,8,747.647584
-0.928571,4,747.679124
-0.928571,4,747.710095
-0.761905,11,747.793391
-0.761905,11,747.879648
-0.761905,11,747.9631
-0.809524,9,748.031742
1.190476,9,748.096836
-0.761905,11,748.18133
-0.857143,7,748.237609
-0.738095,12,748.330078
-0.714286,13,748.59281
-0.833333,8,748.65577
-0.690476,14,748.75458
-0.857143,7,748.807339
-0.809524,9,748.875272
-0.904762,5,748.913306
-0.880952,6,748.958659
-9.642857,16,749.072402
-0.619048,17,749.194412
-0.833333,8,749.253755
-0.880952,6,749.300074
-0.785714,10,749.379908
-0.928571,4,749.407579
-0.714286,13,749.502983
-0.785714,10,749.578797
-0.833333,8,749.638849
-0.880952,6,749.687124
-0.714286,13,749.783096
-0.738095,12,749.870993
-0.809524,9,749.936826
-0.928571,4,749.96494
1.238095,11,750.041901
-0.833333,8,750.103695
-0.857143,7,750.158394
-0.761905,11,750.240076
-0.809524,9,750.307268
-0.738095,12,750.399206
-0.880952,6,750.611104
-0.857143,7,750.662609
-0.785714,10,750.739567
-0.880952,6,750.782251
-0.666667,15,750.890028
-9.761905,11,750.968938
-0.666667,15,751.077194
-0.714286,13,751.172412
-0.809524,9,751.243231
-0.809524,9,751.308703
-0.833333,8,751.367073
-0.785714,10,751.439882
-0.809524,9,751.508417
-0.928571,4,751.537507
-9.785714,10,751.608219
-0.857143,7,751.661084
-0.785714,10,751.737091
-0.785714,10,751.810736
-0.738095,12,751.904283
-9.761905,11,751.981847
-0.880952,6,752.026579
-0.738095,12,752.118579
-0.809524,9,752.184816
-0.714286,13,752.282531
-0.785714,10,752.357541
-0.761905,11,752.440084
-0.690476,14,752.700876
-0.904762,5,752.736203
-9.642857,16,752.850539
-0.857143,7,752.900161
-9.738095,12,752.985129
-0.785714,10,753.061327
-0.761905,11,753.141782
-0.857143,7,753.193227
-0.833333,8,753.256044
-0.666667,15,753.368122
-0.833333,8,753.430003
-9.761905,11,753.509001
-0.738095,12,753.600546
-0.928571,4,753.631079
-0.690476,14,753.737694
-0.880952,6,753.784464
-0.857143,7,753.839675
-0.833333,8,753.901751
-0.761905,11,753.98418
-0.714286,13,754.080487
-0.857143,7,754.133403
-9.785714,10,754.203785
-0.833333,8,754.266561
-0.880952,6,754.311904
-0.738095,12,754.401977
-0.833333,8,754.462765
-0.833333,8,754.523229
-0.785714,10,754.763283
-0.785714,10,754.839295
-0.666667,15,754.950429
-0.857143,7,755.002281
-0.714286,13,755.100518
-0.880952,6,755.145085
-0.666667,15,755.256468
-0.738095,12,755.344804
-0.809524,9,755.411725
-0.738095,12,755.498482
-0.761905,11,755.581493
-0.738095,12,755.670582
-0.761905,11,755.754073
-0.785714,10,755.831373
-0.738095,12,755.920362
-0.785714,10,755.99584
-0.809524,9,756.062878
-0.761905,11,756.145894
1.285714,13,756.239141
-0.785714,10,756.314026
-0.880952,6,756.359847
-0.761905,11,756.441295
-0.761905,11,756.524035
-0.880952,6,756.571699
-0.904762,5,756.610859
-0.666667,15,756.884759
-0.761905,11,756.968896
-0.809524,9,757.036839
-0.809524,9,757.107241
-9.761905,11,757.186614
-0.785714,10,757.261703
-0.809524,9,757.332881
-0.761905,11,757.415501
-0.809524,9,757.481874
-0.761905,11,757.563939
-0.833333,8,757.62515
-0.785714,10,757.698614
-0.738095,12,757.787663
-0.785714,10,757.862563
-0.761905,11,757.945209
-0.857143,7,757.996055
1.214286,10,758.067835
-0.785714,10,758.143448
-0.761905,11,758.226097
-0.833333,8,758.288033
-0.904762,5,758.328974
-0.880952,6,758.373573
-0.833333,8,758.433356
-0.761905,11,758.518284
-0.761905,11,758.601036
-0.904762,5,758.639011
1.285714,13,758.897425
-0.761905,11,758.979566
-0.833333,8,759.04027
-0.761905,11,759.124312
-0.857143,7,759.175861
-0.833333,8,759.235153
-0.833333,8,759.298843
-0.880952,6,759.343875
-0.809524,9,759.409482
-0.785714,10,759.486061
-0.785714,10,759.560356
-0.761905,11,759.644005
-0.761905,11,759.727568
-0.857143,7,759.777387
-0.857143,7,759.830425
-0.714286,13,759.92836
-9.714286,13,760.019445
-0.738095,12,760.112669
-0.857143,7,760.165167
-0.904762,5,760.201355
-0.904762,5,760.238875
-0.833333,8,760.29963
-0.833333,8,760.362005
-0.809524,9,760.427315
-0.928571,4,760.457795
-0.738095,12,760.549097
-0.857143,7,760.603066
-0.714286,13,760.702062
-0.714286,13,760.961733
1.285714,13,761.055151
-0.833333,8,761.115947
-0.880952,6,761.159914
-0.761905,11,761.243403
-0.738095,12,761.331968
-0.857143,7,761.38265
-0.857143,7,761.435869
-0.738095,12,761.527158
-0.928571,4,761.556384
-0.904762,5,761.595383
-0.785714,10,761.669537
-0.761905,11,761.75327
-0.690476,14,761.851819
-0.714286,13,761.946022
-0.738095,12,762.036384
-0.928571,4,762.065728
-0.857143,7,762.119831
-0.809524,9,762.187348
-0.738095,12,762.279932
-0.785714,10,762.355234
-0.809524,9,762.423084
-0.880952,6,762.468329
1.309524,14,762.569886
-0.785714,10,762.648443
-0.738095,12,762.735456
-0.857143,7,762.786568
-0.642857,16,763.061088
-0.761905,11,763.141337
-0.785714,10,763.215394
-0.785714,10,763.29132
-0.809524,9,763.362282
-0.785714,10,763.437784
-0.809524,9,763.508728
-0.833333,8,763.571689
-0.833333,8,763.62941
-0.857143,7,763.683719
-9.714286,13,763.775169
-0.809524,9,763.842952
-0.761905,11,763.928501
-0.928571,4,763.959425
-0.857143,7,764.011486
-0.761905,11,764.09323
-0.761905,11,764.175235
-0.785714,10,764.353584
-0.857143,7,764.406939
-0.809524,9,764.472554
-9.642857,16,764.5858
-0.857143,7,764.639548
-0.857143,7,764.692719
-0.857143,7,764.748759
-0.690476,14,764.852518
1.309524,14,764.954605
-0.714286,13,765.217124
-0.928571,4,765.246897
-0.857143,7,765.302127
-0.785714,10,765.379509
-0.738095,12,765.470919
-0.904762,5,765.507405
-0.857143,7,765.560465
-0.761905,11,765.645199
-0.619048,17,765.766851
-0.833333,8,765.829665
-0.904762,5,765.866264
-0.761905,11,765.952164
-0.785714,10,766.028391
-0.833333,8,766.087361
-0.904762,5,766.125967
-0.761905,11,766.207624
-0.642857,16,766.328086
-0.666667,15,766.440438
-0.785714,10,766.515267
-0.785714,10,766.592642
-0.880952,6,766.636666
-0.761905,11,766.721734
-0.857143,7,766.772625
-0.880952,6,766.819609
-0.809524,9,766.888105
-0.738095,12,766.975712
-0.857143,7,767.027894
-0.880952,6,767.072163
-0.761905,11,767.320242
-0.761905,11,767.405123
-0.785714,10,767.481476
-0.761905,11,767.562954
-0.857143,7,767.617821
-0.809524,9,767.686851
-0.761905,11,767.771247
-0.785714,10,767.845901
-0.761905,11,767.928441
1.404762,18,768.047041
-0.785714,10,768.120215
-0.833333,8,768.182126
-0.809524,9,768.248266
1.190476,9,768.313874
-0.809524,9,768.3839
-0.809524,9,768.451053
-0.809524,9,768.517872
-0.738095,12,768.605884
-0.857143,7,768.658572
-0.904762,5,768.695615
-0.857143,7,768.749405
-0.738095,12,768.840732
-0.880952,6,768.888236
-0.738095,12,768.978214
-0.833333,8,769.038339
-0.714286,13,769.137207
-0.857143,7,769.190608
-0.857143,7,769.407783
-0.761905,11,769.492237
-9.761905,11,769.570066
-0.833333,8,769.633312
-0.880952,6,769.676866
-0.785714,10,769.753149
-0.809524,9,769.821399
-0.904762,5,769.861266
-0.714286,13,769.959613
-0.761905,11,770.044333
-0.690476,14,770.146315
-0.809524,9,770.211911
-0.761905,11,770.296173
-0.809524,9,770.364373
-0.928571,4,770.391788
-0.690476,14,770.49715
-0.809524,9,770.564275
-0.714286,13,770.662237
-0.809524,9,770.730215
-0.785714,10,770.807768
-9.761905,11,770.886971
-0.928571,4,770.917195
-0.761905,11,771.001688
-0.714286,13,771.096219
-0.833333,8,771.154995
-0.785714,10,771.231695
-0.833333,8,771.292371
-0.833333,8,771.518101
-0.857143,7,771.571198
-0.880952,6,771.61864
-0.904762,5,771.656326
-0.833333,8,771.716441
-0.761905,11,771.795795
-0.809524,9,771.866478
-0.738095,12,771.952925
-0.785714,10,772.029351
-0.833333,8,772.088977
-0.761905,11,772.166868
-0.809524,9,772.234104
-0.880952,6,772.281637
-0.809524,9,772.351485
-9.619048,17,772.466018
-0.928571,4,772.496159
-0.690476,14,772.60272
1.214286,10,772.674433
-0.904762,5,772.710321
-0.833333,8,772.770034
-0.785714,10,772.845095
-0.761905,11,772.928195
-0.809524,9,772.996517
-0.690476,14,773.101331
-0.857143,7,773.15603
-0.714286,13,773.254483
-0.880952,6,773.298125
-0.880952,6,773.34437
-0.809524,9,773.577066
-0.857143,7,773.628074
-0.809524,9,773.694912
-0.904762,5,773.733057
1.238095,11,773.813927
-0.809524,9,773.883066
-9.666667,15,773.98956
-0.714286,13,774.086655
-0.904762,5,774.123421
-0.857143,7,774.174024
-0.761905,11,774.255677
-0.904762,5,774.294878
-0.785714,10,774.372285
-0.880952,6,774.418135
-0.761905,11,774.500824
-0.738095,12,774.587626
-0.738095,12,774.673021
-9.666667,15,774.778123
-0.833333,8,774.838284
-0.738095,12,774.926826
-0.690476,14,775.031334
-0.785714,10,775.106697
-0.928571,4,775.137304
-0.833333,8,775.197054
-0.809524,9,775.267821
-0.880952,6,775.3129
-0.738095,12,775.40476
-0.880952,6,775.615651
-0.666667,15,775.725852
-0.666667,15,775.837592
-0.714286,13,775.930817
-0.809524,9,775.999968
-0.857143,7,776.051136
-0.690476,14,776.152314
-0.785714,10,776.228138
-0.785714,10,776.306175
-0.833333,8,776.365253
-0.857143,7,776.418993
-0.738095,12,776.509855
-0.761905,11,776.592027
-0.880952,6,776.636448
-0.833333,8,776.695832
-0.761905,11,776.775878
-0.690476,14,776.879044
-0.880952,6,776.923589
-0.642857,16,777.038892
-0.904762,5,777.0773
-0.928571,4,777.107071
-0.904762,5,777.143844
-0.857143,7,777.198177
-0.833333,8,777.258661
-0.761905,11,777.338888
-0.833333,8,777.396612
-0.785714,10,777.472198
-0.738095,12,777.728425
-0.761905,11,777.813265
-0.738095,12,777.902462
-0.785714,10,777.979264
-0.785714,10,778.057215
-0.785714,10,778.132351
-0.833333,8,778.191737
-0.904762,5,778.231275
-0.738095,12,778.3252
-0.714286,13,778.423281
-0.714286,13,778.518965
-0.761905,11,778.600095
-0.809524,9,778.667932
-0.833333,8,778.727625
-0.785714,10,778.802585
-0.880952,6,778.847739
-0.880952,6,778.895019
-0.642857,16,779.010557
-0.904762,5,779.050439
-0.904762,5,779.087217
-0.761905,11,779.168428
1.238095,11,779.247644
-0.785714,10,779.325901
-0.857143,7,779.379527
-0.904762,5,779.418932
-0.928571,4,779.450967
-0.738095,12,779.54217
-0.904762,5,779.581913
-0.714286,13,779.845897
-0.809524,9,779.914428
-0.833333,8,779.97447
-0.690476,14,780.080227
-0.785714,10,780.155906
-0.738095,12,780.245256
-0.880952,6,780.289794
-0.690476,14,780.386443
-0.714286,13,780.484503
-0.761905,11,780.568824
-0.809524,9,780.635396
1.238095,11,780.715241
-0.857143,7,780.766587
-9.809524,9,780.831343
-0.928571,4,780.861279
-0.880952,6,780.906757
-0.857143,7,780.959995
-0.857143,7,781.011082
-0.785714,10,781.085333
-0.809524,9,781.150685
-0.833333,8,781.210496
-0.809524,9,781.278701
-0.690476,14,781.383952
-0.785714,10,781.458733
-0.857143,7,781.511943
-0.880952,6,781.556941
-0.809524,9,781.62337
-0.761905,11,781.871744
-0.761905,11,781.952921
-9.738095,12,782.039686
-0.547619,20,782.177273
-0.904762,5,782.215793
-0.761905,11,782.297807
-9.690476,14,782.397835
-0.833333,8,782.456942
-0.738095,12,782.545588
-0.880952,6,782.589263
-0.785714,10,782.661356
-0.761905,11,782.747185
-0.857143,7,782.800639
-0.833333,8,782.862267
-0.880952,6,782.90524
-0.833333,8,782.966231
-0.738095,12,783.057481
-0.880952,6,783.102659
-0.761905,11,783.18591
-0.880952,6,783.231664
-0.809524,9,783.299651
-0.904762,5,783.338748
-0.809524,9,783.405486
-0.833333,8,783.465736
-0.761905,11,783.544037
-0.714286,13,783.63977
-0.833333,8,783.699956
-0.785714,10,783.943101
-0.714286,13,784.040144
-0.714286,13,784.135641
-0.761905,11,784.216816
-0.904762,5,784.255924
-0.809524,9,784.322055
-0.857143,7,784.373541
-0.690476,14,784.477217
1.285714,13,784.567404
-0.857143,7,784.617459
-0.785714,10,784.693003
-0.785714,10,784.767637
-0.880952,6,784.814009
-0.928571,4,784.845158
-0.857143,7,784.896225
-0.857143,7,784.951248
-0.761905,11,785.036816
-0.880952,6,785.081773
-0.809524,9,785.148699
-9.619048,17,785.263675
-9.714286,13,785.35623
-0.666667,15,785.465287
-0.690476,14,785.567772
-0.738095,12,785.65731
-0.904762,5,785.695641
-0.904762,5,785.735068
-0.833333,8,785.797373
-9.761905,11,786.041375
-9.666667,15,786.150454
-0.833333,8,786.209075
-0.857143,7,786.261972
-0.857143,7,786.314661
-0.857143,7,786.367162
-0.690476,14,786.472003
-0.904762,5,786.511607
-0.928571,4,786.540884
-0.857143,7,786.594295
-0.928571,4,786.623609
-0.785714,10,786.696018
-0.904762,5,786.734972
-9.738095,12,786.81902
-0.857143,7,786.873448
-9.690476,14,786.973236
-9.738095,12,787.059769
-0.642857,16,787.178883
-0.738095,12,787.270369
-0.761905,11,787.354282
-0.714286,13,787.448832
-0.666667,15,787.557809
-0.785714,10,787.63385
-0.857143,7,787.687735
-0.904762,5,787.72436
-0.857143,7,787.778272
-0.857143,7,787.831414
-0.714286,13,788.097395
-9.738095,12,788.182925
-0.761905,11,788.266447
-9.738095,12,788.355038
-9.547619,20,788.492659
-0.857143,7,788.54652
-0.857143,7,788.60046
-0.761905,11,788.682621
-0.857143,7,788.734955
1.261905,12,788.821273
-0.761905,11,788.906265
-0.857143,7,788.958685
-9.714286,13,789.048974
-0.833333,8,789.107869
-0.761905,11,789.190547
1.214286,10,789.261496
-0.857143,7,789.315905
-0.785714,10,789.391842
-0.666667,15,789.501092
-0.904762,5,789.537319
-0.738095,12,789.62711
-0.928571,4,789.657266
-0.738095,12,789.745934
1.261905,12,789.832764
-0.785714,10,789.909366
-0.833333,8,790.138781
-0.809524,9,790.210066
-0.833333,8,790.270898
-0.738095,12,790.357669
-0.809524,9,790.424807
-0.904762,5,790.464347
-0.785714,10,790.537015
-0.666667,15,790.646577
-0.833333,8,790.709587
-0.809524,9,790.777771
-9.785714,10,790.848223
-0.785714,10,790.921894
-0.738095,12,791.012433
-0.785714,10,791.089097
-0.857143,7,791.141739
-0.928571,4,791.174223
-0.833333,8,791.232208
-0.928571,4,791.263304
-0.928571,4,791.29241
-9.690476,14,791.392827
-0.666667,15,791.501414
-0.833333,8,791.561115
-0.880952,6,791.60417
-0.857143,7,791.657816
-0.809524,9,791.725178
-0.833333,8,791.783464
-0.833333,8,791.843747
-0.904762,5,791.88021
1.119048,6,791.922308
-0.880952,6,791.969006
-0.833333,8,792.1996
-0.785714,10,792.27586
-0.880952,6,792.320552
-0.880952,6,792.363446
-0.738095,12,792.455934
-0.904762,5,792.496129
-9.595238,18,792.623917
-0.690476,14,792.728456
-0.690476,14,792.833228
-0.809524,9,792.90417
-0.928571,4,792.932163
-0.619048,17,793.055428
-0.785714,10,793.132662
-0.785714,10,793.207208
-0.714286,13,793.300763
-9.595238,18,793.428065
-0.761905,11,793.510381
-0.809524,9,793.579838
-9.785714,10,793.651454
-0.857143,7,793.705493
-0.785714,10,793.778306
-0.833333,8,793.839639
-0.833333,8,793.901307
-0.857143,7,793.954305
-0.809524,9,794.023049
-9.642857,16,794.29609
-0.904762,5,794.334082
-0.809524,9,794.402604
-0.833333,8,794.461332
-9.761905,11,794.538263
-0.761905,11,794.623474
-9.666667,15,794.7324
-0.928571,4,794.760548
-0.880952,6,794.804385
-0.785714,10,794.87982
-0.785714,10,794.956589
-0.809524,9,795.023991
-0.857143,7,795.080137
-9.714286,13,795.1711
-0.904762,5,795.210455
-0.595238,18,795.336695
-0.857143,7,795.388132
-0.904762,5,795.425998
-0.809524,9,795.491884
-0.833333,8,795.550696
-0.714286,13,795.647626
-0.833333,8,795.70905
-0.809524,9,795.777082
-0.761905,11,795.858562
-0.904762,5,795.895755
-0.690476,14,795.998879
-0.857143,7,796.049971
-0.809524,9,796.120142
-0.809524,9,796.354648
-0.880952,6,796.400389
-0.809524,9,796.470903
-0.785714,10,796.547259
-0.714286,13,796.646093
-0.738095,12,796.734509
-9.666667,15,796.841254
-0.833333,8,796.902817
-0.785714,10,796.981219
1.166667,8,797.038177
-0.880952,6,797.084033
-0.785714,10,797.161234
-0.809524,9,797.229946
-0.809524,9,797.297721
-0.928571,4,797.328547
-0.785714,10,797.403789
-0.857143,7,797.453864
-0.833333,8,797.513671
-0.738095,12,797.60549
1.285714,13,797.700366
-0.809524,9,797.767335
-0.904762,5,797.803272
-0.833333,8,797.863244
-0.904762,5,797.899864
-0.809524,9,797.968117
-0.738095,12,798.0584
1.190476,9,798.123809
-0.785714,10,798.200924
-0.857143,7,798.421507
-0.785714,10,798.494657
-0.738095,12,798.587906
-0.833333,8,798.647638
-0.857143,7,798.702286
-0.785714,10,798.775173
-0.904762,5,798.812682
-0.833333,8,798.873857
-0.833333,8,798.931976
-0.904762,5,798.970922
1.238095,11,799.048749
1.214286,10,799.121594
-0.785714,10,799.199299
-0.857143,7,799.252831
-0.833333,8,799.311448
1.309524,14,799.414374
-0.857143,7,799.468397
-0.928571,4,799.496741
-0.785714,10,799.572251
-9.690476,14,799.672501
-0.714286,13,799.766093
-0.833333,8,799.825109
1.309524,14,799.926572
-0.714286,13,800.022975
-0.857143,7,800.076607
-9.690476,14,800.17648
-0.785714,10,800.253857
-0.928571,4,800.284863
-9.833333,8,800.504905
1.309524,14,800.606492
-0.833333,8,800.665442
-9.642857,16,800.776942
-0.880952,6,800.820345
-0.666667,15,800.934347
-0.857143,7,800.990389
-0.714286,13,801.090176
-0.928571,4,801.118359
-9.714286,13,801.20644
-0.738095,12,801.295576
-0.690476,14,801.400353
-0.880952,6,801.44714
-9.666667,15,801.552244
-0.833333,8,801.610648
-0.785714,10,801.686456
-0.785714,10,801.759202
-0.904762,5,801.796095
-0.761905,11,801.88046
-0.833333,8,801.939314
-0.880952,6,801.986539
-0.857143,7,802.039734
-0.928571,4,802.069751
-0.690476,14,802.17658
-0.738095,12,802.268087
-0.833333,8,802.329234
-0.809524,9,802.563596
-0.785714,10,802.639401
-0.761905,11,802.722603
-0.833333,8,802.781502
-0.738095,12,802.869661
-0.857143,7,802.921719
-0.928571,4,802.952538
-0.809524,9,803.020146
1.190476,9,803.085566
-0.714286,13,803.182456
-0.690476,14,803.289875
-0.928571,4,803.320734
-0.880952,6,803.367062
-0.785714,10,803.43927
-9.738095,12,803.525149
-9.738095,12,803.611695
-0.785714,10,803.68655
-0.904762,5,803.725793
-0.904762,5,803.76175
-0.690476,14,803.861933
-0.880952,6,803.905057
-0.833333,8,803.966921
-0.833333,8,804.025794
-0.809524,9,804.095773
-0.880952,6,804.142969
-0.809524,9,804.208667
-0.928571,4,804.238641
-0.857143,7,804.29231
-0.928571,4,804.321608
-0.833333,8,804.383044
-0.904762,5,804.42223
-0.857143,7,804.636807
-0.928571,4,804.666042
-0.738095,12,804.754712
-0.761905,11,804.841371
1.166667,8,804.899997
-0.904762,5,804.936636
-0.785714,10,805.015782
-0.857143,7,805.068266
-0.928571,4,805.098134
-0.714286,13,805.196883
-0.833333,8,805.256541
-0.809524,9,805.322783
-0.880952,6,805.369108
-0.833333,8,805.429148
-0.785714,10,805.505532
-0.714286,13,805.603733
-0.785714,10,805.680632
-0.785714,10,805.757727
-0.785714,10,805.833092
-0.761905,11,805.915631
-0.809524,9,805.983668
-0.904762,5,806.02045
-0.880952,6,806.067148
1.214286,10,806.138747
-0.928571,4,806.169438
-0.833333,8,806.230042
-0.857143,7,806.282965
-0.857143,7,806.335385
-0.833333,8,806.399293
-0.690476,14,806.498986
-0.880952,6,806.714766
-0.904762,5,806.751666
-0.785714,10,806.825597
-0.809524,9,806.894188
-0.809524,9,806.961945
-0.833333,8,807.021138
-0.904762,5,807.058243
-0.761905,11,807.138857
-0.833333,8,807.19775
-0.761905,11,807.282597
-0.833333,8,807.344613
-0.785714,10,807.419991
-0.904762,5,807.458415
-0.714286,13,807.55757
1.190476,9,807.622309
-0.690476,14,807.723657
1.214286,10,807.795181
-0.738095,12,807.883136
-0.738095,12,807.976479
1.071429,4,808.00293
-0.785714,10,808.076522
-9.690476,14,808.193533
-0.642857,16,808.311409
-0.738095,12,808.400315
1.285714,13,808.492997
-0.833333,8,808.55176
-0.833333,8,808.777171
-0.904762,5,808.817118
-0.928571,4,808.845426
-0.809524,9,808.911439
-0.761905,11,808.994528
-0.738095,12,809.085295
-0.880952,6,809.132554
-0.809524,9,809.201209
-0.738095,12,809.290741
-0.785714,10,809.367923
-0.857143,7,809.420796
-0.714286,13,809.518765
-0.761905,11,809.598489
1.238095,11,809.678146
-0.738095,12,809.76889
-0.833333,8,809.83089
-0.761905,11,809.917767
-0.785714,10,809.993886
-0.880952,6,810.036555
-0.833333,8,810.0999
-0.761905,11,810.183005
-0.642857,16,810.299886
-0.738095,12,810.389041
-0.761905,11,810.470165
-0.833333,8,810.530535
-0.904762,5,810.568677
1.238095,11,810.648105
-9.690476,14,810.916055
-0.857143,7,810.970325
-0.857143,7,811.023942
-0.809524,9,811.093659
-0.785714,10,811.16871
-0.785714,10,811.241624
-0.785714,10,811.316523
-0.761905,11,811.398866
-0.785714,10,811.472486
-0.690476,14,811.579232
-0.833333,8,811.640719
-0.714286,13,811.734989
-0.904762,5,811.77457
-0.904762,5,811.812531
-0.642857,16,811.934607
-0.761905,11,812.0176
-0.880952,6,812.062704
-0.785714,10,812.141376
-0.833333,8,812.200447
-0.857143,7,812.254976
-0.833333,8,812.318176
1.357143,16,812.42626
-0.857143,7,812.479031
-0.738095,12,812.565417
-0.904762,5,812.600605
-0.690476,14,812.703675
-0.714286,13,812.965634
-9.619048,17,813.085625
-0.738095,12,813.174579
-0.809524,9,813.240745
-0.809524,9,813.308649
-0.809524,9,813.377784
-0.738095,12,813.46325
-0.785714,10,813.53512
-0.666667,15,813.648901
-9.738095,12,813.73155
-0.666667,15,813.846435
-9.666667,15,813.954109
-0.738095,12,814.042473
-0.833333,8,814.103328
-0.761905,11,814.187429
-0.928571,4,814.218192
-0.928571,4,814.247788
-0.880952,6,814.294148
-0.857143,7,814.346312
-0.833333,8,814.40591
-0.833333,8,814.466997
-0.809524,9,814.53529
-0.761905,11,814.617418
-0.880952,6,814.661462
-0.809524,9,814.728283
-0.738095,12,814.815678
-0.785714,10,815.054777
-0.690476,14,815.164115
-0.857143,7,815.214883
-0.880952,6,815.259565
-0.761905,11,815.342038
-0.880952,6,815.384771
-0.761905,11,815.467607
-0.738095,12,815.558378
-9.690476,14,815.659449
-0.690476,14,815.764303
-0.714286,13,815.86079
-0.809524,9,815.930634
-0.880952,6,815.978509
-9.666667,15,816.084568
-0.785714,10,816.160242
-0.928571,4,816.188529
-0.714286,13,816.284771
-0.785714,10,816.358658
-0.642857,16,816.477257
-0.904762,5,816.513317
-9.690476,14,816.613211
-0.809524,9,816.680543
-0.809524,9,816.746606
-0.928571,4,816.775018
-0.904762,5,816.811454
-0.738095,12,817.064493
-9.595238,18,817.18741
-0.928571,4,817.218177
-0.809524,9,817.285779
-9.785714,10,817.357138
-0.928571,4,817.388191
-0.738095,12,817.477792
-0.761905,11,817.559362
-0.785714,10,817.633016
-0.833333,8,817.69403
-0.785714,10,817.768902
