#{"t_start": 1616435654.7412186, "env_id": null}
r,l,t
-0.809524,9,817.836901
-0.714286,13,817.935602
-0.904762,5,817.973623
1.214286,10,818.045194
1.261905,12,818.130702
-0.642857,16,818.250767
-0.809524,9,818.321229
-0.785714,10,818.397564
-0.738095,12,818.486366
-0.809524,9,818.552925
-0.809524,9,818.621287
-0.928571,4,818.65109
-0.785714,10,818.726821
-0.857143,7,818.778393
-9.619048,17,818.892818
-0.738095,12,819.146284
-0.833333,8,819.204982
-0.738095,12,819.295705
-0.809524,9,819.365397
-0.880952,6,819.412009
-0.833333,8,819.470948
-0.880952,6,819.515392
-0.761905,11,819.598295
-0.833333,8,819.659767
-0.642857,16,819.775521
-0.690476,14,819.883609
-0.857143,7,819.9364
-0.880952,6,819.984026
-0.833333,8,820.044838
-0.738095,12,820.136294
-0.738095,12,820.225248
-0.833333,8,820.283988
-9.642857,16,820.397609
-0.904762,5,820.434899
-0.833333,8,820.497452
-0.738095,12,820.586179
-0.857143,7,820.639444
-0.809524,9,820.707544
-0.690476,14,820.810463
1.214286,10,820.882459
-0.761905,11,820.969583
-0.857143,7,821.020237
-9.785714,10,821.256386
-0.785714,10,821.333754
-0.833333,8,821.395077
-9.738095,12,821.480746
-0.904762,5,821.518483
-0.809524,9,821.58484
-0.833333,8,821.646064
-0.857143,7,821.697565
-0.857143,7,821.749792
-0.833333,8,821.810148
-9.738095,12,821.896046
-0.904762,5,821.935273
-0.785714,10,822.009761
-0.928571,4,822.040484
-0.904762,5,822.079603
-0.880952,6,822.126556
-0.785714,10,822.203055
-0.857143,7,822.257244
-0.809524,9,822.325859
-0.738095,12,822.418091
-0.738095,12,822.508295
-0.904762,5,822.548182
-9.666667,15,822.652088
-0.761905,11,822.730748
-0.809524,9,822.797829
-0.880952,6,822.843558
-0.833333,8,822.903827
-0.880952,6,822.951188
-0.857143,7,823.003281
-0.690476,14,823.272809
-0.761905,11,823.359189
-0.738095,12,823.447809
-0.761905,11,823.529091
-0.761905,11,823.610679
-0.738095,12,823.702214
-0.738095,12,823.791748
-0.761905,11,823.873604
-0.833333,8,823.936492
-0.761905,11,824.02391
-0.809524,9,824.091474
-0.857143,7,824.145303
-0.833333,8,824.20876
-0.904762,5,824.248859
-0.904762,5,824.28585
-0.809524,9,824.354624
1.261905,12,824.442829
-0.785714,10,824.538966
-0.857143,7,824.592818
-0.785714,10,824.681595
-0.714286,13,824.77728
-0.904762,5,824.815795
-0.857143,7,824.867031
-0.714286,13,824.96624
-0.809524,9,825.03381
-0.928571,4,825.061988
-0.714286,13,825.157282
-9.785714,10,825.228295
-0.642857,16,825.516222
-0.809524,9,825.5835
-0.904762,5,825.62209
-0.785714,10,825.69642
-0.809524,9,825.764864
-0.833333,8,825.824959
-9.714286,13,825.913234
1.190476,9,825.979073
-0.833333,8,826.039485
-0.928571,4,826.069581
-0.785714,10,826.145379
-0.833333,8,826.205523
-0.785714,10,826.280967
-0.857143,7,826.335274
-0.714286,13,826.429487
-0.833333,8,826.490282
-0.761905,11,826.572552
-0.809524,9,826.641318
-0.833333,8,826.70003
-0.761905,11,826.780493
-0.833333,8,826.842427
-0.928571,4,826.870779
-0.809524,9,826.939504
-0.785714,10,827.015263
-0.857143,7,827.067442
-0.928571,4,827.095239
-0.809524,9,827.162442
-0.738095,12,827.248314
-0.761905,11,827.497778
-0.761905,11,827.581338
-0.809524,9,827.647894
-0.785714,10,827.726253
-0.785714,10,827.800341
-0.857143,7,827.851597
-0.690476,14,827.959479
-0.928571,4,827.989531
-0.785714,10,828.064532
-0.857143,7,828.115439
-9.642857,16,828.232327
-0.880952,6,828.278242
-0.928571,4,828.310423
-0.904762,5,828.348656
-0.714286,13,828.441163
-9.761905,11,828.519323
-0.761905,11,828.602766
-0.761905,11,828.686747
-0.833333,8,828.746878
-0.809524,9,828.814032
-0.833333,8,828.873842
-0.833333,8,828.935524
-0.761905,11,829.01818
-0.690476,14,829.122709
-0.738095,12,829.212718
-0.857143,7,829.264573
-0.833333,8,829.327621
-0.690476,14,829.596688
-0.880952,6,829.640871
-9.738095,12,829.726248
-0.833333,8,829.788384
-0.904762,5,829.827781
-0.809524,9,829.895092
-0.928571,4,829.925381
-0.833333,8,829.988054
-0.880952,6,830.032417
-0.690476,14,830.137266
-0.833333,8,830.19852
-0.809524,9,830.268273
-0.761905,11,830.35101
-0.738095,12,830.439729
-0.857143,7,830.492578
-0.761905,11,830.572491
-0.785714,10,830.647896
-0.928571,4,830.675512
-0.809524,9,830.741191
-0.880952,6,830.78689
-0.785714,10,830.864461
-0.880952,6,830.909923
-0.904762,5,830.945789
-0.785714,10,831.023014
-0.761905,11,831.106861
1.238095,11,831.18632
-0.904762,5,831.223799
-0.809524,9,831.290049
-0.809524,9,831.357507
-0.833333,8,831.418002
-0.547619,20,831.706643
-0.857143,7,831.759052
-0.809524,9,831.82585
-0.785714,10,831.90021
-0.857143,7,831.952801
-0.833333,8,832.016149
-0.857143,7,832.071109
-0.785714,10,832.143555
1.238095,11,832.22403
1.238095,11,832.303953
-0.809524,9,832.373351
-0.738095,12,832.463955
-9.714286,13,832.55615
-0.928571,4,832.58585
1.119048,6,832.627132
-0.857143,7,832.679852
-0.785714,10,832.755569
-0.785714,10,832.829936
-0.809524,9,832.898232
-0.833333,8,832.955781
-0.857143,7,833.008139
-0.785714,10,833.084206
-0.809524,9,833.151269
-0.785714,10,833.226834
-0.928571,4,833.254646
-0.833333,8,833.314765
1.333333,15,833.418994
-0.880952,6,833.464953
-0.761905,11,833.714391
-0.880952,6,833.761158
-0.809524,9,833.826357
-0.809524,9,833.893819
-0.904762,5,833.931043
-0.666667,15,834.046977
-0.785714,10,834.121317
-0.857143,7,834.174329
-0.880952,6,834.219298
-0.738095,12,834.310118
-0.761905,11,834.392435
-0.880952,6,834.437302
-0.833333,8,834.497332
-9.761905,11,834.57454
-0.833333,8,834.632096
-0.880952,6,834.677917
-0.833333,8,834.737547
-0.857143,7,834.792444
-9.714286,13,834.88619
-0.714286,13,834.986114
-0.880952,6,835.029205
-0.738095,12,835.120332
-0.761905,11,835.202079
-0.761905,11,835.284847
-0.833333,8,835.345744
-9.761905,11,835.424331
-0.880952,6,835.473647
-0.809524,9,835.542553
-0.904762,5,835.579622
-0.761905,11,835.824772
-0.880952,6,835.868178
-0.833333,8,835.927818
-0.785714,10,836.003176
-0.785714,10,836.077512
-0.880952,6,836.121534
-0.857143,7,836.174423
-0.785714,10,836.251819
-0.761905,11,836.333523
-9.690476,14,836.429184
-0.714286,13,836.526085
-0.761905,11,836.607518
-9.714286,13,836.697927
-0.857143,7,836.74984
-0.904762,5,836.78827
-0.880952,6,836.83163
-0.738095,12,836.918558
-0.880952,6,836.966046
1.214286,10,837.037946
-0.880952,6,837.083129
-0.833333,8,837.141584
1.309524,14,837.242958
-0.833333,8,837.3018
-0.880952,6,837.346446
-0.809524,9,837.411495
-0.809524,9,837.477447
-0.761905,11,837.560633
-0.880952,6,837.608764
-0.857143,7,837.828201
-9.619048,17,837.948253
-0.761905,11,838.031559
-0.833333,8,838.089765
-9.619048,17,838.209938
-0.809524,9,838.276648
-0.904762,5,838.317333
-0.904762,5,838.355325
-0.833333,8,838.414975
-0.857143,7,838.466788
1.285714,13,838.561546
-9.666667,15,838.668465
1.190476,9,838.733126
-0.880952,6,838.777784
-0.761905,11,838.857388
-0.880952,6,838.902803
-0.714286,13,839.002192
-0.880952,6,839.046355
-0.833333,8,839.107514
-0.809524,9,839.175797
-9.785714,10,839.245796
-0.761905,11,839.32868
-9.761905,11,839.407501
-0.857143,7,839.459826
-0.785714,10,839.534403
-0.809524,9,839.602438
-0.809524,9,839.672757
-0.833333,8,839.899633
-0.857143,7,839.951627
-0.809524,9,840.019865
-0.785714,10,840.097741
-0.809524,9,840.167317
-0.928571,4,840.19756
-0.785714,10,840.27236
1.309524,14,840.374876
-0.714286,13,840.467572
-0.809524,9,840.535284
-0.690476,14,840.636006
-0.833333,8,840.693046
-0.761905,11,840.775805
-0.857143,7,840.827851
-0.809524,9,840.896734
-0.833333,8,840.95591
-0.904762,5,840.994511
-0.761905,11,841.104635
-0.857143,7,841.156055
-0.785714,10,841.232945
-0.857143,7,841.285808
-9.690476,14,841.387091
-0.857143,7,841.440566
-0.833333,8,841.499436
-0.761905,11,841.583951
-0.833333,8,841.642521
-0.785714,10,841.718121
-0.738095,12,841.804993
-0.761905,11,842.058024
-0.833333,8,842.116924
-0.714286,13,842.218443
-0.809524,9,842.285604
-9.571429,19,842.408541
-0.809524,9,842.477054
-0.833333,8,842.534695
-0.809524,9,842.601477
-0.785714,10,842.676645
-0.738095,12,842.764006
-0.928571,4,842.793833
-0.904762,5,842.832987
1.309524,14,842.930912
-0.809524,9,842.998424
-0.809524,9,843.064782
-0.928571,4,843.096135
-0.761905,11,843.181699
-0.761905,11,843.266506
-0.904762,5,843.305642
-9.690476,14,843.408213
-0.714286,13,843.503031
1.285714,13,843.597785
-0.738095,12,843.690746
-0.833333,8,843.752717
-0.857143,7,843.803681
-0.809524,9,843.873166
-0.833333,8,844.100051
-0.785714,10,844.174449
-0.928571,4,844.206124
-0.761905,11,844.290641
-0.714286,13,844.387648
-0.809524,9,844.455143
-0.904762,5,844.493452
-0.904762,5,844.532383
-0.761905,11,844.615838
-0.857143,7,844.669008
1.261905,12,844.75648
-0.785714,10,844.831898
-0.690476,14,844.938553
-0.857143,7,844.990782
-0.785714,10,845.06867
-0.833333,8,845.131022
-0.714286,13,845.232211
-9.809524,9,845.295895
-0.880952,6,845.342628
-9.738095,12,845.429187
-0.880952,6,845.476126
-0.833333,8,845.536347
-0.738095,12,845.62624
-0.928571,4,845.65614
-0.785714,10,845.734591
-0.833333,8,845.796017
-9.666667,15,845.897683
-0.857143,7,845.948424
-0.904762,5,846.150804
-0.833333,8,846.20992
-0.833333,8,846.270217
-0.833333,8,846.329173
-0.880952,6,846.373227
-0.809524,9,846.443055
-0.761905,11,846.525539
-0.785714,10,846.600134
1.309524,14,846.699778
-0.809524,9,846.769536
1.238095,11,846.848667
-0.666667,15,846.961583
-9.571429,19,847.082392
1.261905,12,847.165792
-0.833333,8,847.22656
-0.714286,13,847.322284
-0.809524,9,847.388754
-0.761905,11,847.470953
-9.809524,9,847.532506
-0.904762,5,847.567348
-0.857143,7,847.622299
-0.833333,8,847.684662
-0.761905,11,847.76583
1.285714,13,847.859287
-0.928571,4,847.889612
-9.714286,13,847.981008
-0.833333,8,848.204764
-0.857143,7,848.255306
-0.761905,11,848.342503
-0.785714,10,848.418688
-0.666667,15,848.531452
-0.785714,10,848.608335
-0.761905,11,848.690232
-0.714286,13,848.787607
-0.690476,14,848.890073
-9.571429,19,849.015384
-0.809524,9,849.083182
-0.809524,9,849.149259
-0.928571,4,849.179557
-0.880952,6,849.228491
-0.785714,10,849.304055
-0.857143,7,849.358076
1.238095,11,849.437687
1.333333,15,849.544751
-0.880952,6,849.590137
-0.904762,5,849.627141
-0.880952,6,849.673658
-0.785714,10,849.746529
-0.785714,10,849.823054
-0.809524,9,849.889921
-0.785714,10,849.963316
-0.857143,7,850.016091
-0.833333,8,850.242016
-0.738095,12,850.335363
-0.785714,10,850.411784
-0.761905,11,850.493828
-0.857143,7,850.545588
-0.833333,8,850.604878
-0.833333,8,850.664346
-0.904762,5,850.702785
-0.809524,9,850.770572
-0.833333,8,850.8313
-0.761905,11,850.916402
-0.880952,6,850.961942
-9.619048,17,851.086303
-0.666667,15,851.198992
1.285714,13,851.291066
-0.809524,9,851.361081
-0.857143,7,851.412905
1.309524,14,851.515525
-0.738095,12,851.604652
-0.928571,4,851.635226
-0.761905,11,851.716802
-0.785714,10,851.79162
-0.880952,6,851.838829
-0.761905,11,851.926111
-0.785714,10,852.002345
-0.809524,9,852.069355
-0.904762,5,852.105881
-0.857143,7,852.32585
-0.785714,10,852.403014
-0.714286,13,852.49987
-9.619048,17,852.61364
-0.857143,7,852.66462
-0.761905,11,852.745603
-0.809524,9,852.813574
-0.785714,10,852.887082
-0.785714,10,852.963724
-0.928571,4,852.992158
-0.857143,7,853.044961
-0.738095,12,853.136363
-0.738095,12,853.228216
-0.857143,7,853.281484
1.190476,9,853.348837
-0.761905,11,853.430701
-0.785714,10,853.503109
-0.809524,9,853.571331
-0.761905,11,853.652209
-0.880952,6,853.695608
-0.785714,10,853.77455
-0.809524,9,853.84376
1.214286,10,853.916898
-0.904762,5,853.955015
-0.738095,12,854.048519
-0.761905,11,854.132291
-0.809524,9,854.202968
-0.761905,11,854.450722
-9.738095,12,854.536775
-0.809524,9,854.606299
-0.809524,9,854.674281
1.190476,9,854.738355
1.238095,11,854.815161
-0.904762,5,854.852767
1.261905,12,854.936624
-0.928571,4,854.96867
-0.785714,10,855.046086
-0.857143,7,855.097202
-0.928571,4,855.12865
-0.880952,6,855.17165
1.238095,11,855.252161
-0.809524,9,855.319489
1.238095,11,855.398511
-0.809524,9,855.468264
-9.666667,15,855.572828
-0.928571,4,855.605147
-0.785714,10,855.678279
-0.809524,9,855.746923
-0.714286,13,855.846787
-0.714286,13,855.946913
-0.809524,9,856.0158
-0.809524,9,856.085474
-9.738095,12,856.172523
-0.928571,4,856.203694
-0.785714,10,856.279001
-0.833333,8,856.50672
-0.738095,12,856.599771
-0.880952,6,856.644217
-9.785714,10,856.71527
-0.761905,11,856.796569
-0.714286,13,856.893643
-0.785714,10,856.970789
-0.547619,20,857.112195
-0.880952,6,857.158395
-0.809524,9,857.227509
-0.809524,9,857.297374
-0.809524,9,857.365055
-0.880952,6,857.408834
-0.880952,6,857.451492
-0.833333,8,857.513466
-0.928571,4,857.544591
-0.761905,11,857.628046
-0.642857,16,857.74994
-0.833333,8,857.807497
-0.857143,7,857.857684
-0.761905,11,857.943774
-9.642857,16,858.053516
-0.666667,15,858.163144
-0.857143,7,858.213985
-0.714286,13,858.310892
-0.857143,7,858.362566
-0.809524,9,858.599437
-0.880952,6,858.647043
-0.809524,9,858.719786
-0.833333,8,858.785489
-0.785714,10,858.864533
-0.833333,8,858.928028
1.190476,9,858.996931
-9.738095,12,859.086147
-0.880952,6,859.130072
-0.928571,4,859.160305
-9.690476,14,859.258621
-0.857143,7,859.311321
-0.761905,11,859.395304
-0.714286,13,859.489632
-0.761905,11,859.571757
-0.761905,11,859.656293
-0.928571,4,859.685158
-0.833333,8,859.744799
-0.880952,6,859.79016
-0.857143,7,859.844481
-0.809524,9,859.914168
-9.666667,15,860.023193
-0.785714,10,860.096287
-0.785714,10,860.172849
-0.761905,11,860.256772
-0.857143,7,860.309342
-0.857143,7,860.363141
-0.928571,4,860.390676
-0.714286,13,860.653559
-0.714286,13,860.748217
-0.785714,10,860.823733
-0.880952,6,860.869333
-0.761905,11,860.952783
-0.809524,9,861.021323
-0.785714,10,861.095448
-0.833333,8,861.155993
-0.619048,17,861.281274
-0.761905,11,861.362263
-0.857143,7,861.415543
-0.785714,10,861.489226
-0.738095,12,861.576397
-0.904762,5,861.613127
-0.642857,16,861.730114
-0.714286,13,861.825825
-0.833333,8,861.887004
1.285714,13,861.981617
-0.904762,5,862.019285
-0.785714,10,862.094771
-0.761905,11,862.175931
-9.690476,14,862.276031
-0.761905,11,862.360934
1.309524,14,862.458447
-0.928571,4,862.490372
-0.904762,5,862.527196
-0.809524,9,862.759758
-0.904762,5,862.796583
-0.809524,9,862.865398
-0.738095,12,862.955493
-0.738095,12,863.047629
-0.904762,5,863.084503
-0.904762,5,863.123255
-0.833333,8,863.186298
-0.928571,4,863.218408
-0.714286,13,863.31767
-0.785714,10,863.398029
-0.857143,7,863.450529
-0.833333,8,863.510743
-0.833333,8,863.570745
-0.761905,11,863.651928
-0.833333,8,863.710206
-0.833333,8,863.769725
-0.761905,11,863.85332
-0.761905,11,863.937692
-0.785714,10,864.028446
-0.761905,11,864.109151
-9.690476,14,864.207684
-0.761905,11,864.290191
-0.833333,8,864.35265
-0.857143,7,864.403191
-0.690476,14,864.501707
-0.785714,10,864.576461
1.309524,14,864.843808
-0.761905,11,864.926248
-0.761905,11,865.010208
-0.904762,5,865.047242
-0.785714,10,865.121838
-0.809524,9,865.187565
-0.690476,14,865.292933
-0.785714,10,865.369909
-0.880952,6,865.41471
-0.928571,4,865.44656
-0.833333,8,865.506164
-0.880952,6,865.551876
-0.809524,9,865.62143
1.285714,13,865.716063
-0.857143,7,865.767336
-0.809524,9,865.834228
-0.928571,4,865.861136
-0.738095,12,865.952755
-0.833333,8,866.013399
-0.880952,6,866.058914
-0.809524,9,866.128255
-0.880952,6,866.171716
-0.857143,7,866.226148
-0.809524,9,866.297579
-0.761905,11,866.380018
-0.928571,4,866.410645
-0.833333,8,866.473126
-0.928571,4,866.501302
1.261905,12,866.588475
-0.642857,16,866.705634
-0.785714,10,866.944056
-0.714286,13,867.037327
-0.833333,8,867.09928
-9.714286,13,867.192089
-0.833333,8,867.254409
-0.785714,10,867.329438
-0.714286,13,867.426587
-0.857143,7,867.480511
-0.785714,10,867.554767
-9.785714,10,867.624244
-0.809524,9,867.691227
-0.904762,5,867.730564
-0.642857,16,867.844508
-0.761905,11,867.926713
-0.857143,7,867.980583
-0.857143,7,868.034497
-0.809524,9,868.102868
-0.857143,7,868.156197
-0.833333,8,868.214778
-0.928571,4,868.244912
-0.761905,11,868.328764
-0.833333,8,868.390861
-9.642857,16,868.500145
-0.761905,11,868.585531
-0.761905,11,868.665565
1.309524,14,868.764826
-0.833333,8,868.991487
-0.904762,5,869.028797
-0.928571,4,869.058761
-0.809524,9,869.128126
-0.761905,11,869.211132
-0.833333,8,869.272943
-0.785714,10,869.34896
-0.714286,13,869.445207
-0.857143,7,869.497206
-0.833333,8,869.555598
-0.833333,8,869.617493
-0.809524,9,869.684011
-0.761905,11,869.76636
-0.714286,13,869.857814
-0.928571,4,869.887596
-0.809524,9,869.95574
-0.738095,12,870.043993
1.166667,8,870.100866
-0.761905,11,870.181477
-0.809524,9,870.246997
-0.833333,8,870.309427
-0.785714,10,870.408338
-0.857143,7,870.460132
-0.738095,12,870.547073
1.190476,9,870.612657
-9.714286,13,870.704927
-0.857143,7,870.755735
-0.809524,9,870.82545
-0.809524,9,871.064566
-0.666667,15,871.174452
-9.809524,9,871.23591
-0.904762,5,871.272775
-0.833333,8,871.335402
-0.904762,5,871.372329
1.190476,9,871.436586
-0.714286,13,871.532685
-0.857143,7,871.588213
1.071429,4,871.614427
-0.857143,7,871.666157
-0.690476,14,871.772036
-0.880952,6,871.817777
-0.833333,8,871.877636
-0.833333,8,871.941094
-0.785714,10,872.014828
-0.809524,9,872.08354
-0.785714,10,872.158904
-0.880952,6,872.203818
-0.714286,13,872.304596
-0.880952,6,872.351953
-0.833333,8,872.412399
-0.666667,15,872.52355
-0.809524,9,872.590443
-0.785714,10,872.663396
1.214286,10,872.733587
-9.595238,18,872.858829
-0.809524,9,872.926543
-0.833333,8,873.153526
-0.785714,10,873.230638
-0.857143,7,873.281563
-9.738095,12,873.370745
-9.642857,16,873.484336
1.309524,14,873.58157
-0.738095,12,873.672189
-0.833333,8,873.733318
-0.761905,11,873.81323
-0.809524,9,873.880341
-0.857143,7,873.932408
-0.857143,7,873.983725
-0.880952,6,874.030209
-0.642857,16,874.144052
-0.928571,4,874.175545
-0.833333,8,874.23718
-0.809524,9,874.307405
-0.761905,11,874.390971
-0.761905,11,874.473687
-0.857143,7,874.526261
-0.761905,11,874.607303
-0.785714,10,874.683774
-0.904762,5,874.720267
-0.880952,6,874.765508
-0.785714,10,874.839656
-0.714286,13,874.938962
-0.880952,6,874.990676
-0.833333,8,875.223079
-0.690476,14,875.324557
-0.880952,6,875.369664
-0.809524,9,875.437012
-0.857143,7,875.487258
-0.785714,10,875.56303
-9.761905,11,875.642429
-0.809524,9,875.708342
-0.833333,8,875.769433
-0.833333,8,875.830134
-0.833333,8,875.891339
-0.761905,11,875.972895
-0.809524,9,876.039305
-0.785714,10,876.116552
-0.809524,9,876.185631
